Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,14.4444,14.8344,15.0658,Inf,Inf,7.22222,16.2921,16.2901,16.6207,21.1218,28.8605
1,10,10,10,10.3896,1041.23,5,10.4956,10.4988,10.4708,12.2828,16.7168
2,14.5,15.1667,15.5,Inf,Inf,7.25,17.3364,17.261,18.0329,20.2957,31.9338
3,14,14.6667,15.1667,Inf,Inf,7,16.6432,16.7274,16.5553,21.6103,28.6682
4,20,21.3333,21.3333,Inf,Inf,10,22.5636,22.7408,23.6549,30.1872,40.4672
5,12.5,12.5,12.5,13.3269,3172.77,6.25,13.4608,14.0263,14.0863,17.0675,25.582
6,11,11.2,11.35,11.7083,79.2435,5.5,11.742,11.7588,11.8572,16.2416,20.6918
7,14.5,14.5,14.5,Inf,Inf,7.25,15.6351,15.6312,16.0134,20.0275,29.3356
8,13,13.5,13.8333,Inf,Inf,6.5,16.989,17.4822,18.0843,22.9261,31.373
9,12,12,12,Inf,Inf,6,14.3,14.2892,14.8256,17.5278,23.3512
10,13.5,13.5,13.5,13.5,37.1701,6.75,13.4972,13.4984,13.4826,17.9832,20.8664
11,14.5,15.1667,15.5,Inf,Inf,7.25,17.0381,16.9491,17.4308,21.2894,31.36
12,15.5,16.5,17.1667,Inf,Inf,7.75,19.7899,20.0501,20.3957,24.5599,35.7842
13,10.5,10.5,10.5,10.5,6.77284,5.25,10.4798,10.5078,10.5464,12.4787,16.7254
14,15.5,15.5,15.5,Inf,Inf,7.75,17.701,17.1262,17.4348,23.9753,31.0026
15,13,14,14.4167,Inf,Inf,6.5,16.0342,15.8747,15.8713,18.6791,27.5688
16,11.5,11.6667,11.8083,Inf,Inf,5.75,13.5767,13.5612,13.5327,16.3874,24.8122
17,13,13.3333,13.6667,Inf,Inf,6.5,14.1579,14.0483,15.1242,20.3104,25.9834
18,15.5,15.75,15.9167,Inf,Inf,7.75,16.5602,16.74,16.8806,23.5744,30.5378
19,17,17,17,Inf,Inf,8.5,17.5722,17.393,17.3863,27.9701,31.4474
20,17,18.3333,19.1667,Inf,Inf,8.5,20.4812,20.527,21.3758,24.3622,33.0416
21,16.1667,16.6667,17.0833,Inf,Inf,8.08333,18.7296,18.5922,18.7311,21.5815,30.6192
22,17,17.3333,17.8333,Inf,Inf,8.5,18.9661,18.3574,18.366,22.9281,31.7886
23,15.5,16.1667,16.6667,Inf,Inf,7.75,17.4278,17.445,18.0662,22.7978,33.2364
24,17.5,17.5,17.5,Inf,Inf,8.75,18.2007,18.2544,18.1718,24.0916,30.174
25,15,15,15,Inf,Inf,7.5,15.7608,15.7754,15.968,25.2496,32.9062
26,15,16,16.65,Inf,Inf,7.5,20.044,20.335,21.5434,25.3567,36.6582
27,15,15,15,15.1556,1442.5,7.5,15.3224,15.1534,15.2056,19.3719,25.1016
28,10.6667,11.1667,11.6667,11.9167,974.696,5.33333,11.9032,11.903,12.6367,13.5385,21.2232
29,17.5,17.8333,17.8333,Inf,Inf,8.75,18.8258,18.6973,19.3688,23.9564,33.9398
30,16,16.25,16.4167,Inf,Inf,8,17.53,17.4986,17.5204,25.0451,32.9192
