Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,1.65556,1.66778,1.66944,1.73346,0.0761468,0.827778,1.74671,1.73759,1.74254,1.81884,2.42521
1,2,2,2,2.16667,0.048008,1,2.1599,2.1571,2.1639,2.4402,2.899
2,2.5,2.5,2.5,2.75333,0.026098,1.25,2.76827,2.76253,2.7648,2.9096,4.0006
3,1,1,1,1.04846,0.281381,0.5,0.995,0.9952,0.995,1.0104,1.2054
4,1.66667,1.66667,1.66667,1.66667,0.032007,0.833333,1.66047,1.64887,1.66747,1.67527,1.7818
5,1,1,1,1.16667,0.048288,0.5,1.1653,1.1685,1.1704,1.4996,1.7234
6,1,1.16667,1.16667,1.03846,0.035397,0.5,1.1855,1.1794,1.2069,1.2388,1.829
7,0.5,0.5,0.5,0.5,0.039326,0.25,0.5156,0.5022,0.5004,0.4954,0.5654
8,1,1,1,1,0.009052,0.5,0.9944,0.9884,1.0012,1.0108,1.1228
9,0.5,0.5,0.5,0.488987,0.157637,0.25,0.5,0.5058,0.4996,0.496,0.6484
10,1.5,1.5,1.5,1.65714,0.173688,0.75,1.7614,1.6619,1.6742,2.0982,2.632
11,2,2,2,2,0.02179,1,2,2,2,2,2.765
12,2,2,2,2.5,0.043255,1,2.549,2.4949,2.5099,2.8789,3.5216
13,2.66667,2.66667,2.66667,2.66667,0.035991,1.33333,2.66867,2.67507,2.66727,2.66687,3.4422
14,2,2,2,2.01923,0.050524,1,2.041,2.0419,2.0436,2.0656,3.3052
15,3,3,3,3,0.04746,1.5,3,2.987,2.9974,3.0122,4.0258
16,1.5,1.5,1.5,1.75,0.047584,0.75,1.7387,1.7363,1.7637,1.7441,2.722
17,2.5,2.5,2.5,2.5,0.365091,1.25,2.5158,2.484,2.5092,2.7998,3.2728
18,1.5,1.5,1.5,1.5,0.012028,0.75,1.5,1.5,1.5,1.5,2.3028
19,1.5,1.5,1.5,1.5,0.006806,0.75,1.5,1.5,1.5,1.5,2.3598
20,1,1,1,1,0.035661,0.5,1.0058,0.9984,0.9886,0.9844,1.175
21,2.66667,2.66667,2.66667,2.69938,0.08776,1.33333,2.67607,2.65987,2.66507,2.67427,3.4178
22,1.16667,1.16667,1.16667,1.16667,0.010059,0.583333,1.16667,1.16667,1.16667,1.16667,1.375
23,2,2,2,2,0.011543,1,2,2,2,2,2.8808
24,3,3,3,3.1,0.242708,1.5,3.0048,2.9988,2.9978,3.0196,4.2968
25,2,2.2,2.25,2.26923,0.059368,1,2.3854,2.3676,2.3694,2.4795,3.7856
26,0.5,0.5,0.5,0.5,0.107182,0.25,0.5002,0.4898,0.495,0.5126,0.6192
27,1,1,1,1,0.019384,0.5,1.001,0.9996,0.9964,1.0126,1.1512
28,1,1,1,1,0.096577,0.5,0.9872,1.0068,1,1.1352,1.153
29,3,3,3,3.34615,0.07457,1.5,3.45507,3.4511,3.46227,3.5386,5.1186
30,1,1,1,1,0.05818,0.5,1,1,1,1,1.6584
