Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,6.29444,6.38889,6.42972,6.77481,17.7442,3.14722,6.99696,6.92456,7.01459,8.19884,11.0827
1,6,6.33333,6.5,6.55119,16.1275,3,6.4776,6.5006,6.478,7.439,11.0252
2,6.5,6.5,6.5,6.61296,6.54558,3.25,6.755,6.7187,6.7477,8.0693,11.2326
3,6.5,6.5,6.5,6.75,1.82276,3.25,6.4954,6.5136,6.504,8.1079,10.679
4,6.5,6.5,6.5,7.73056,23.4842,3.25,7.92028,7.7128,8.04043,9.0361,12.5766
5,5.5,5.5,5.5,5.70358,16.7456,2.75,5.8643,5.7957,5.8027,7.013,8.8078
6,6.5,6.5,6.5,6.64583,0.731965,3.25,6.6521,6.6496,6.6531,8.236,11.2272
7,8,8,8,9.09898,54.9608,4,10.0397,10.161,10.4168,11.8436,16.272
8,8.5,8.5,8.5,9.46944,53.5828,4.25,10.4284,9.91433,10.0792,11.4726,16.5874
9,7.16667,7.16667,7.16667,6.97436,2.88072,3.58333,7.1762,7.1516,7.1978,8.69,9.487
10,5,5.16667,5.275,5.37416,2.25373,2.5,5.553,5.5237,5.5158,6.9212,9.127
11,4.5,4.5,4.5,4.85,0.380515,2.25,4.9922,5.0046,4.9834,5.0062,7.8084
12,5,5,5,5.53922,2.85468,2.5,5.5878,5.7501,6.1328,8.2756,9.9866
13,6,6.75,6.83333,6.9537,3.10373,3,6.95,6.9664,7.1748,7.8429,11.5244
14,7,7,7,7.39864,0.652059,3.5,7.6573,7.6782,7.67087,8.678,12.3602
15,5.66667,6,6.16667,6.48317,5.52475,2.83333,6.4347,6.4072,6.8122,7.3842,11.3578
16,5,5.25,5.41667,5.75,1.93508,2.5,6.0401,5.7448,6.1177,7.824,10.1318
17,5.5,5.5,5.5,5.64929,47.2384,2.75,6.5594,6.5169,6.5019,7.9153,10.9698
18,7,7,7,7.02233,2.63774,3.5,6.991,7.0202,7.0108,7.6512,10.1576
19,5,5,5,5.5,0.218753,2.5,5.7377,5.4876,5.5022,5.8247,8.8736
20,7.5,7.5,7.5,8.06053,9.4018,3.75,8.2854,8.3778,8.6296,10.5687,13.6012
21,6,6,6,6.21113,1.05486,3,6.3377,6.3392,6.3426,7.8978,10.1806
22,9,9,9,9.10933,1.43702,4.5,9.0742,9.0857,9.0924,11.0535,13.4614
23,6.5,7.1,7.36667,7.89942,143.325,3.25,8.3156,7.957,8.031,8.6103,12.6872
24,7,7,7,7.83383,101.684,3.5,8.49887,8.1806,8.1635,10.7099,13.9396
25,6.16667,6.36667,6.46667,6.5,0.866686,3.08333,6.69493,6.7202,6.7324,7.2938,10.2686
26,5.5,5.5,5.5,5.5,0.322921,2.75,5.5002,5.513,5.5024,6.3834,9.0038
27,8.16667,8.16667,8.16667,8.95034,9.97497,4.08333,9.3619,9.0668,9.247,10.3654,14.6712
28,6,6.2,6.36667,6.75,7.48407,3,6.9902,6.7631,6.8443,7.8614,9.849
29,7.16667,7.16667,7.16667,7.33206,11.9201,3.58333,7.4354,7.415,7.4128,8.256,10.3072
30,3,3,3,3.04038,1.17189,1.5,3.1022,3.1008,3.0974,3.7344,4.3178
