Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,12.0861,12.3533,12.5108,Inf,Inf,6.04306,13.3837,13.2322,13.4229,16.3281,23.7993
1,7.5,7.75,8,8.5,31.8692,3.75,8.4916,8.5066,8.7438,10.1753,15.5294
2,13.6667,13.6667,13.6667,Inf,Inf,6.83333,16.9103,16.0073,16.0271,19.5086,28.0618
3,14,14,14,Inf,Inf,7,16.5418,16.3781,16.5385,20.0023,30.1516
4,11.1667,11.5,11.7833,Inf,Inf,5.58333,13.4133,13.4535,14.3203,17.2789,26.0616
5,11.5,11.5,11.5,11.2111,110.649,5.75,11.5066,11.4888,11.5382,15.4517,20.0168
6,11,11.4,11.6,Inf,Inf,5.5,12.6603,12.5483,13.3905,17.3595,24.6408
7,7,7,7,7.16061,10.7136,3.5,7.3462,7.2898,7.4264,8.1954,12.5468
8,12.1667,13.1667,13.8333,Inf,Inf,6.08333,14.6812,14.135,14.1922,16.3635,21.7008
9,11.5,11.5,11.5,Inf,Inf,5.75,14.0034,13.2379,13.3859,16.2218,23.749
10,16.5,17.3,17.5,Inf,Inf,8.25,17.803,17.8447,18.1503,19.6076,33.9166
11,8,8,8,7.8125,1.0619,4,8.0098,8.0024,7.997,8.8918,13.8514
12,14,14,14,14,46.562,7,14.003,14.0158,14.0018,17.4415,25.5996
13,12,12,12,Inf,Inf,6,12.1919,12.157,12.1716,16.072,22.491
14,13,13.4,13.65,Inf,Inf,6.5,14.3063,14.2818,14.4196,17.5727,25.9314
15,13,13,13,12.9401,402.069,6.5,12.9834,13.0096,13.1634,16.7105,26.0352
16,15.5,15.5,15.5,Inf,Inf,7.75,16.1446,15.8718,15.8589,20.2585,29.3604
17,11,12.25,12.7917,Inf,Inf,5.5,13.3332,13.3358,13.5278,15.9992,23.7888
18,10,11.5,12.4167,Inf,Inf,5,13.977,13.775,14.9482,14.9013,24.0332
19,13,13.25,13.4167,13.5229,136.805,6.5,13.842,13.667,13.7188,17.725,23.0196
20,12.5,12.75,13,Inf,Inf,6.25,14.9176,14.574,14.7822,17.1205,27.1104
21,10.5,10.5,10.5,Inf,Inf,5.25,11.6252,11.1567,11.5668,15.6214,21.4528
22,11.5,11.5,11.5,11.5,14.6919,5.75,12.0174,11.993,11.999,14.3857,22.1418
23,11.5,11.5,11.5,11.95,20.6886,5.75,12.2419,12.008,11.9952,14.1538,21.0272
24,12.1667,12.9167,13.4167,Inf,Inf,6.08333,15.9172,15.6705,15.7865,19.713,27.6568
25,11.9167,11.9167,11.9167,11.7888,2.14082,5.95833,11.9125,11.9323,11.9131,14.5264,19.7538
26,10.5,10.5,10.5,10.5322,306.216,5.25,10.7276,10.6682,10.8326,13.5499,20.7462
27,14.5,14.75,15,Inf,Inf,7.25,16.4944,16.5074,16.4994,19.471,26.6614
28,15,15.3333,15.5,15.6659,2018.56,7.5,15.873,15.8614,15.8851,19.1292,26.9254
29,13,13.25,13.3333,13.3333,45.6383,6.5,13.3786,13.3527,13.4931,16.427,25.4798
30,14,14,14,14.25,127.747,7,14.2568,14.2344,14.4133,20.0085,24.5364
