Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,8.325,8.72333,8.9,Inf,Inf,4.1625,10.3583,10.3024,10.574,12.5369,16.1455
1,8,8,8,Inf,Inf,4,10.0515,9.7266,9.7434,10.5964,15.8486
2,8,8,8,Inf,Inf,4,10.0633,10.0403,10.1557,11.1734,15.7534
3,8,9,9.5,10.0191,1020.79,4,10.6733,10.3211,11.2578,12.993,17.6048
4,11.5,13.25,13.75,Inf,Inf,5.75,16.503,16.2073,16.2616,17.8886,25.1716
5,4.5,4.5,4.5,5.5297,1.37611,2.25,5.6092,5.5974,5.6002,7.4144,9.5012
6,8.16667,8.41667,8.625,8.91667,63.3885,4.08333,9.0581,8.969,8.9376,11.7152,14.105
7,8.66667,9.66667,10.2167,Inf,Inf,4.33333,11.9037,11.762,12.9602,14.4753,18.6026
8,11,12.4,13,Inf,Inf,5.5,16.2116,16.6704,17.4038,19.5919,25.8806
9,7.5,8,8.16667,8.18977,6.70015,3.75,8.2675,8.254,8.3242,10.0799,12.6652
10,8.5,8.83333,8.83333,8.9873,1.83962,4.25,9.0859,9.0214,9.2035,11.2153,14.0652
11,7.41667,7.41667,7.41667,9.05088,19.2009,3.70833,9.215,9.1001,9.1341,10.0063,13.107
12,9,9.5,9.5,9.39606,1.02168,4.5,9.5902,9.576,9.6604,14.5815,16.5114
13,7.5,7.5,7.5,7.66502,3.80947,3.75,7.6248,7.6099,7.6039,11.0139,13.139
14,8,8.33333,8.5,Inf,Inf,4,10.8535,10.8289,11.2931,13.4498,17.5514
15,9.66667,9.91667,10.2083,10.7292,78.6061,4.83333,11.2883,11.109,10.9058,14.2398,17.144
16,11.1667,12.6667,12.6667,Inf,Inf,5.58333,14.3606,14.2044,14.9869,16.9634,23.7862
17,9.5,9.5,9.5,Inf,Inf,4.75,11.9139,12.2686,12.7879,14.2846,19.4938
18,8.5,8.9,9.23333,Inf,Inf,4.25,12.1073,12.2144,12.6181,13.6502,17.4298
19,6.5,6.5,6.5,8.51496,128.291,3.25,8.739,9.3084,8.9648,10.1572,14.012
20,8.5,8.5,8.5,9.47368,1.12159,4.25,9.4898,9.5106,9.5012,11.8292,13.7142
21,10,10,10,Inf,Inf,5,11.3374,11.2116,11.5986,13.8236,19.575
22,8,9.33333,10.1667,Inf,Inf,4,12.2918,11.856,12.9178,14.1425,18.2366
23,9,9.33333,9.66667,Inf,Inf,4.5,12.0016,11.7669,12.1334,14.3831,18.614
24,7.5,7.7,7.8,9.01402,134.576,3.75,9.3236,9.2664,9.38,11.297,13.5586
25,9.66667,9.66667,9.66667,10.0251,2478.73,4.83333,10.2536,10.432,10.3609,12.303,15.1184
26,7.33333,7.33333,7.33333,7.70833,30.6781,3.66667,7.78747,7.71747,8.07807,9.50367,10.2504
27,7.5,7.7,7.91667,8.84394,664.997,3.75,9.2586,8.8512,9.279,11.3235,13.4744
28,6.5,6.83333,7.16667,8.5808,52.9831,3.25,9.1092,8.92873,9.27,10.8988,15.1434
29,8.5,8.83333,9,9.88889,388.791,4.25,10.1262,10.0922,10.2209,13.5982,15.742
30,6.16667,6.16667,6.16667,6.73246,7.21277,3.08333,6.6494,6.651,6.6772,7.5146,9.565
