Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,5.375,5.56778,5.64111,6.11101,14.7419,2.6875,6.22678,6.23197,6.30803,7.15815,9.65255
1,6,6,6,6.48333,0.498731,3,6.4474,6.3252,6.4424,7.066,9.2488
2,6,6,6,6.1875,1.17312,3,6.498,6.3242,6.366,7.2192,10.2246
3,5.5,5.5,5.5,5.5,0.186758,2.75,5.5148,5.489,5.4934,5.9664,7.5628
4,5.5,5.5,5.5,6.03571,0.209346,2.75,6.2344,6.264,6.2362,8.4638,9.3654
5,7,7,7,7.38218,6.55693,3.5,7.488,7.4642,7.4874,8.1774,11.9744
6,3,3,3,3.08889,0.178476,1.5,3.0022,3.0086,2.9856,3.3818,4.4546
7,6,6.66667,7,8.12197,6.65564,3,8.2618,8.4169,8.4258,10.0197,12.782
8,3,3,3,3.38571,0.134432,1.5,3.414,3.4226,3.4212,3.4941,5.0534
9,5.5,5.5,5.66667,6,0.470444,2.75,5.9996,6.0076,6.0055,6.7558,9.3864
10,7,7,7,7.37905,0.870855,3.5,7.48017,7.41463,7.39537,8.4434,12.4878
11,6,6.5,6.66667,7.24769,21.424,3,7.5919,7.4977,7.4886,8.3047,11.3724
12,8,8,8,8.44444,0.959148,4,8.59313,8.43973,8.63167,9.60217,14.141
13,5.5,5.5,5.5,7,2.09246,2.75,7.0002,7.0086,7.3046,8.1306,11.722
14,5.5,5.7,5.75,5.88725,0.680566,2.75,5.9066,5.898,5.9072,6.3022,8.3604
15,5,5,5,5.74359,0.837578,2.5,5.7566,5.7268,5.7468,6.9498,9.0298
16,4,4.25,4.41667,4.55547,0.574754,2,4.7702,4.5719,4.9528,5.3486,7.5068
17,6,6.5,6.6,7.18558,16.7322,3,7.35143,7.2624,7.4241,8.1487,11.8326
18,7,7,7,8.00475,1.62523,3.5,8.2423,8.53,8.76053,9.7706,12.6358
19,5.91667,6.25,6.41667,7.27899,20.4691,2.95833,7.264,7.4094,7.4192,8.3657,11.0764
20,6,6,6,6.7,1.20696,3,7.1584,7.1638,7.1588,8.5938,10.8534
21,5,5.25,5.41667,6.49912,31.8743,2.5,6.66943,6.61257,6.72137,7.693,11.0546
22,4.5,4.9,5,5.25,2.68856,2.25,5.5892,5.9296,5.991,6.5636,8.446
23,6,6,6,6,0.309692,3,6,6.0138,5.9966,7.2344,8.844
24,4,4.5,5,4.98889,0.13812,2,5.0058,4.9982,5.0004,5.71,8.5814
25,4,4.33333,4.33333,4.33333,0.176618,2,4.3194,4.3342,4.4456,4.78487,6.583
26,6,6.6,6.8,7.8125,290.11,3,8.16977,8.08423,8.25893,9.2748,12.6722
27,4.16667,4.66667,4.66667,5.06667,20.3459,2.08333,5.1586,5.1478,5.161,5.2966,7.4952
28,3.16667,3.16667,3.16667,3.21739,2.43838,1.58333,3.1778,3.1568,3.1758,4.7208,4.6858
29,5.5,6.25,6.33333,6.83687,9.10181,2.75,7.0768,7.3769,7.7021,8.3367,11.7052
30,5.5,5.5,5.5,5.71333,1.53604,2.75,5.66133,5.65987,5.73493,6.6254,8.4382
