Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,9.80556,10.2717,10.5431,Inf,Inf,4.90278,12.0799,12.1012,12.4864,14.7808,19.6673
1,11,11.5,11.5,Inf,Inf,5.5,12.7389,12.5894,12.5816,15.4246,20.9296
2,8.5,9.25,9.75,Inf,Inf,4.25,11.6694,11.9737,12.7826,14.6412,19.3786
3,11.5,12.75,13,Inf,Inf,5.75,15.1008,15.2162,15.9112,18.0758,24.7292
4,10.5,11.1667,11.6667,Inf,Inf,5.25,13.5333,13.3881,13.4503,17.8438,22.5588
5,10,11.25,11.75,Inf,Inf,5,12.6244,12.484,12.4807,14.973,20.424
6,10.5,10.5,10.5,Inf,Inf,5.25,13.0789,12.7884,12.8652,14.367,21.54
7,10.5,10.6667,10.8083,Inf,Inf,5.25,13.4541,13.5024,13.7375,15.6244,21.4696
8,8.5,8.5,8.5,9,0.302675,4.25,9.5106,9.0188,8.9954,10.2769,13.4062
9,12.5,13.5,14.5,Inf,Inf,6.25,15.716,15.7994,15.479,19.5169,25.852
10,10.5,11,11,Inf,Inf,5.25,12.9954,13.042,13.189,17.2934,22.2594
11,10.3333,10.5333,10.7,Inf,Inf,5.16667,12.0708,12.0676,13.6123,16.5336,20.8826
12,8,8.2,8.4,Inf,Inf,4,11.1228,11.1694,11.5506,13.4623,17.6642
13,11,11.75,11.8333,Inf,Inf,5.5,13.1104,12.9925,13.4022,15.1177,20.8224
14,7,7.25,7.5,8.5,90.0695,3.5,8.5038,8.5086,8.7872,9.7921,14.4242
15,10.5,10.75,10.75,11.0743,98.6313,5.25,10.9362,10.9386,11.039,13.4468,18.0562
16,9.5,10.1667,10.4667,Inf,Inf,4.75,11.5255,11.334,11.4125,13.1129,19.621
17,11.5,12.5,13.25,Inf,Inf,5.75,16.1868,16.0539,18.0155,19.1587,26.7374
18,9,9.75,10.5,Inf,Inf,4.5,13.5586,13.4896,15.999,17.6049,24.1694
19,9,10.5,11.5,11.75,2126.02,4.5,11.9517,11.9229,12.5174,15.3822,18.8628
20,10.5,11.25,11.5833,Inf,Inf,5.25,13.327,13.856,13.6938,16.4551,21.7638
21,9.5,9.5,9.5,10.4167,46.7151,4.75,10.4701,10.4918,10.5,14.1064,16.755
22,11,11,11,Inf,Inf,5.5,12.4284,13.4977,13.7765,16.8934,20.1378
23,10.5,10.5,10.5,11.091,178.813,5.25,11.2262,11.5832,12.297,14.2195,17.6756
24,10,10.25,10.5,Inf,Inf,5,12.03,11.6953,11.666,15.8612,18.9092
25,10.5,11,11.5,Inf,Inf,5.25,13.604,13.758,13.6196,15.4684,20.8726
26,6.66667,6.66667,6.66667,7.88505,57.7971,3.33333,7.9606,8.0762,8.4418,10.0142,11.9942
27,6,6,6,7.41667,37.484,3,7.5355,7.4138,7.5001,9.2966,11.8218
28,8.66667,9.16667,9.66667,Inf,Inf,4.33333,9.618,9.6792,9.6636,10.539,15.0642
29,10,10.3333,10.5,Inf,Inf,5,13.3536,13.2259,14.137,15.7564,22.5882
30,11,11,11,11.3132,819.809,5.5,11.4552,11.4806,11.4894,13.165,18.649
