Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,1.67778,1.68444,1.68444,1.7608,0.0793206,0.838889,1.7667,1.76031,1.76096,1.87348,2.37893
1,1,1,1,1,0.07164,0.5,0.993,0.9872,1.0118,1.0016,1.1564
2,1,1,1,1,0.186214,0.5,0.9882,0.9994,0.995,1.0124,1.1424
3,1.66667,1.66667,1.66667,1.66667,0.002968,0.833333,1.66667,1.66667,1.66667,1.66667,1.9044
4,2.16667,2.16667,2.16667,2.15116,0.226948,1.08333,2.1972,2.2195,2.178,2.3506,3.1244
5,2.5,2.5,2.5,2.83333,0.015501,1.25,2.83053,2.83693,2.8332,2.984,4.0124
6,0.5,0.5,0.5,0.5,0.010344,0.25,0.5,0.5,0.5,0.5,0.5872
7,2,2,2,2.0099,0.16958,1,2.0136,2.0056,2.0072,2.3145,2.7842
8,1,1.2,1.2,1.34615,0.034044,0.5,1.2582,1.2674,1.274,1.3346,1.8782
9,1,1,1,1,0.032958,0.5,1.0198,1.0198,1.0036,1.1118,1.1662
10,2.5,2.5,2.5,2.625,0.056599,1.25,2.6444,2.6284,2.6364,2.6834,3.6392
11,1.5,1.5,1.5,1.5,0.104514,0.75,1.5,1.5008,1.5074,1.7456,1.7384
12,2.5,2.5,2.5,2.64,0.079049,1.25,2.5054,2.4926,2.5016,2.4958,3.8712
13,0.5,0.5,0.5,0.5,0.019556,0.25,0.5016,0.5002,0.5058,0.4998,0.5988
14,2,2,2,2.08416,0.160416,1,2.2485,2.1612,2.1582,2.6533,2.9152
15,1,1,1,1,0.033596,0.5,0.993,1,0.9994,1.002,1.1458
16,2.66667,2.66667,2.66667,2.69663,0.261814,1.33333,2.6614,2.6734,2.6892,2.7977,3.5716
17,3.16667,3.16667,3.16667,3.16667,0.039157,1.58333,3.16887,3.15867,3.17287,3.16767,3.7346
18,2,2,2,2.16337,0.169849,1,2.2568,2.1916,2.1715,2.4135,2.8774
19,1.16667,1.16667,1.16667,1.16667,0.007263,0.583333,1.16667,1.16667,1.16667,1.16667,1.3138
20,1.5,1.5,1.5,1.42857,0.092306,0.75,1.513,1.4926,1.4934,1.5446,2.2684
21,1,1,1,1.25,0.022604,0.5,1.2476,1.2518,1.2552,1.2453,1.848
22,2.5,2.5,2.5,2.83333,0.00803,1.25,2.8331,2.8393,2.8333,3.1612,4.0432
23,2.5,2.5,2.5,2.58333,0.065593,1.25,2.5795,2.5805,2.5795,2.5876,3.8138
24,2,2,2,2.21287,0.096269,1,2.1486,2.15887,2.1706,2.353,2.8922
25,1,1,1,1.16667,0.024111,0.5,1.1669,1.1641,1.1673,1.4194,1.8156
26,1,1,1,1,0.032037,0.5,0.9982,0.9976,0.9994,1.009,1.1922
27,2.5,2.5,2.5,2.76,0.100145,1.25,2.90133,2.86077,2.8608,3.3944,4.2084
28,1,1,1,1,0.033755,0.5,0.997,0.9926,0.9994,0.9974,1.1936
29,1.5,1.5,1.5,1.5,0.043744,0.75,1.5026,1.4958,1.497,1.548,2.0878
30,2,2,2,2.0396,0.179014,1,1.9992,1.9994,1.9944,2.0428,2.8428
