Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,7.00556,7.25833,7.43602,Inf,Inf,3.50278,8.4877,8.3605,8.61324,9.92421,13.4538
1,7,7.33333,7.5,8.71376,64.6901,3.5,9.2425,8.904,9.7667,11.0845,16.1822
2,6.66667,7.16667,7.66667,7.64776,3.3183,3.33333,7.6652,7.657,8.8374,9.3697,11.1224
3,7.5,7.75,7.91667,8.88889,19.9084,3.75,9.0183,9.3443,9.8051,11.8161,14.9926
4,6.66667,7,7.5,8.08203,83.0556,3.33333,8.37367,8.16897,8.16607,9.05597,11.9082
5,5.66667,6.16667,6.5,7.39873,11.816,2.83333,7.5375,7.5642,8.0281,8.8098,12.4018
6,7.66667,8.16667,8.5,9.27778,29.2211,3.83333,10.3157,9.5144,9.507,10.7762,14.5552
7,5.5,5.75,5.91667,5.76667,11.6282,2.75,5.99167,6.00287,6.33727,7.18127,8.6136
8,7,7.75,8.16667,Inf,Inf,3.5,10.6346,10.5989,10.9028,12.4692,16.9056
9,6.5,6.5,6.5,7.54199,64.0243,3.25,8.5646,7.5346,7.624,7.8592,13.9198
10,8,8,8,8.01136,4.46401,4,8.0366,8.0634,8.3138,10.4912,13.364
11,6.5,7.16667,7.66667,8.4,1.62959,3.25,8.4906,8.4914,8.8136,10.385,13.8864
12,5,5.5,5.775,6.37481,38.3782,2.5,6.7228,6.73663,6.92433,7.7742,10.7366
13,7.83333,8,8.19722,9.09749,22.3871,3.91667,9.4104,9.083,9.1128,10.322,12.9934
14,9,9,9,9.5,1.09659,4.5,9.4934,9.5012,9.4976,9.564,14.843
15,7,7.5,8.08333,10.0599,248.509,3.5,10.4874,10.4515,11.5241,11.3575,16.213
16,7.16667,7.16667,7.16667,7.46667,0.19775,3.58333,7.67447,7.66887,7.67807,9.08387,11.5438
17,7.5,7.5,7.5,7.46875,0.602937,3.75,7.616,7.7798,7.7564,9.3419,12.6968
18,5.66667,6,6.28333,7.07242,42.5585,2.83333,7.3314,7.2819,7.3142,8.0438,11.2678
19,6,6.75,7.20833,8.02778,19.4553,3,8.5786,8.2768,8.6754,10.0531,13.4746
20,6.5,6.5,6.5,7.28148,2.4043,3.25,7.7124,7.5054,7.7868,9.0774,12.3034
21,6.16667,6.66667,6.66667,7.0655,131.882,3.08333,7.1808,7.092,7.0328,8.6618,10.7792
22,10,10,10,10.9946,1060.56,5,11.5874,11.3705,11.5136,13.4715,19.579
23,8,8,8,8.5,0.888065,4,8.69567,8.68127,9.0416,10.6673,13.9192
24,9,9,9,Inf,Inf,4.5,10.3527,10.4033,10.5086,13.0941,19.3594
25,10.1667,10.1667,10.1667,Inf,Inf,5.08333,11.8194,11.8537,11.8833,14.555,19.0762
26,8.5,8.66667,8.775,9.11568,63.0503,4.25,9.7422,9.7777,9.9723,11.3294,15.8132
27,8,8,8,8.46667,12.1027,4,9.2165,8.7272,8.8739,11.1398,14.1352
28,6.5,6.83333,7.00833,7.85959,126.625,3.25,8.1991,7.9971,8.2681,9.6704,12.881
29,3.5,3.5,3.5,3.82456,0.876738,1.75,4.016,3.9112,3.9354,4.8572,5.6094
30,4,4.25,4.41667,4.9125,0.629549,2,4.9234,4.872,4.9962,6.364,8.5378
